Brands,Type,SKU,MPN,Name,Description,Short description,Categories
Asgard,variable,ASGARD-NS,ASGARD-NS,Asgard EasyClean® Nail Spotter,"<p>The Asgard EasyClean® Nail Spotter streamlines the process of filling nail and screw heads with joint compound. Available in 2"" (NS02-AD) and 3"" (NS03-AD) sizes, these tools deliver a precise, consistent amount of compound over fastener heads in a single touch, reducing the need for multiple applications. The EasyClean® design allows for quick disassembly and thorough cleaning between uses.</p><ul><li><strong>Two Sizes:</strong> 2"" (NS02-AD) for tighter areas; 3"" (NS03-AD) for standard fastener head coverage.</li><li><strong>EasyClean® Design:</strong> Tool-free disassembly for fast, thorough cleaning.</li><li><strong>Consistent Application:</strong> Delivers precise compound coverage over nail and screw heads every time.</li><li><strong>Professional Grade:</strong> Durable construction for daily contractor use.</li><li><strong>Reduces Sanding:</strong> Clean application minimizes excess compound and sanding time.</li></ul>","Asgard EasyClean® Nail Spotter available in 2"" (NS02-AD) and 3"" (NS03-AD) sizes. Quickly spot-fills nail and screw heads with joint compound for clean, paint-ready drywall surfaces.",Drywall Finishing Tools > Asgard > Corner & Angle Tools
Asgard,variation,NS02-AD,NS02-AD,"Asgard 2"" EasyClean® Nail Spotter (NS02-AD)",,,Drywall Finishing Tools > Asgard > Corner & Angle Tools
Asgard,variation,NS03-AD,NS03-AD,"Asgard 3"" EasyClean® Nail Spotter (NS03-AD)",,,Drywall Finishing Tools > Asgard > Corner & Angle Tools
Asgard,variable,PAFB-AD,PAFB-AD,Asgard Power Assist Finishing Box,"<p>The Asgard Power Assist Finishing Box is engineered to minimize operator fatigue through an integrated spring-loaded mechanism that provides consistent, automated pressure for joint compound application. Available in 7"", 10"", and 12"" widths, these boxes excel at delivering smooth base coats and final coats with significantly less physical effort. Constructed with a high-strength aluminum housing and a professional-grade stainless steel blade, they ensure a streak-free finish while integrating seamlessly with standard flat box handles.</p><ul><li><strong>Power-Assist Technology:</strong> Spring-loaded mechanism reduces the force required to apply compound.</li><li><strong>Lightweight Aluminum:</strong> High-strength, durable housing designed for reduced weight and easier handling.</li><li><strong>Superior Finish:</strong> Stainless steel blade provides consistent, smooth application to minimize sanding.</li><li><strong>Versatile Range:</strong> Available in 7"" (PA07-AD), 10"" (PA10-AD), and 12"" (PA12-AD) for all stages of joint finishing.</li><li><strong>Universal Fit:</strong> Compatible with all major brands of flat box handles.</li></ul>","Asgard Power Assist Finishing Box with spring-loaded mechanism, available in 7"", 10"", and 12"" sizes. Reduces effort and increases finishing speed.",Drywall Finishing Tools > Asgard > Finishing Boxes
Asgard,variation,PA07-AD,PA07-AD,"Asgard 7"" Power Assist Finishing Box (PA07-AD)",,,Drywall Finishing Tools > Asgard > Finishing Boxes
Asgard,variation,PA10-AD,PA10-AD,"Asgard 10"" Power Assist Finishing Box (PA10-AD)",,,Drywall Finishing Tools > Asgard > Finishing Boxes
Asgard,variation,PA12-AD,PA12-AD,"Asgard 12"" Power Assist Finishing Box (PA12-AD)",,,Drywall Finishing Tools > Asgard > Finishing Boxes
Asgard,simple,TF-DVKN-31Q3,TF-DVKN-31Q3,Asgard Taping Set (TF-DVKN-31Q3),"<p><strong>Asgard Taping Set (TF-DVKN-31Q3)</strong> provides a comprehensive, high-performance solution for contractors focused on speed and precision in drywall finishing. This integrated system streamlines joint taping and corner finishing, ensuring consistent, paint-ready results across high-volume projects while minimizing operator fatigue.</p><p>Each component is engineered for durability in demanding job site environments. The set includes specialized tools for rapid tape application, efficient compound loading, and precise corner finishing, allowing for seamless transitions between tasks and improved overall workflow efficiency.</p><p><strong>Features:</strong></p><ul><li><strong>Mighty HAMMER Automatic Taper:</strong> Delivers uniform tape application and controlled compound flow for increased daily output on flat seams and internal corners.</li><li><strong>High-Efficiency Loading Pump:</strong> Reduces downtime by enabling quick, clean filling of tools, paired with a gooseneck for seamless compound transfer.</li><li><strong>Precision Corner Finishing:</strong> Includes a 3-inch angle head and corner roller to ensure perfectly embedded tape and smooth, feathered edges.</li><li><strong>Ergonomic Reach:</strong> Features two extendable handles to provide necessary leverage for high ceilings and varied wall configurations.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Asgard</td></tr><tr><td>SKU</td><td>TF-DVKN-31Q3</td></tr><tr><td>UPC</td><td>0873876005338</td></tr><tr><td>Set Includes</td><td>Mighty HAMMER Automatic Taper, Loading Pump, Gooseneck, 3"" Angle Head, Corner Roller, Angle Head Adapter, 2x Extendable Handles</td></tr></tbody></table>","A professional-grade, all-in-one drywall finishing system featuring an automatic taper, loading pump, corner finishing tools, and extendable handles for maximum job site efficiency.",Drywall Finishing Tools > Asgard > Tool Sets & Bundles
Asgard,simple,XH-AD,XH-AD,Asgard Extendable Support Handle (XH-AD),"<p><strong>Asgard Extendable Support Handle (XH-AD)</strong> provides a versatile, contractor-grade solution for managing various drywall finishing tools. This telescopic handle is engineered to streamline workflows by allowing seamless transitions between corner rollers, angle boxes, nail spotters, and angle heads without the need for multiple handle systems. Its lightweight aluminum build ensures durability while reducing operator fatigue during extended use on ceilings and walls.</p><p>The handle features a specialized D-shaped fitting that locks securely into compatible tools, effectively eliminating rotation for precise, consistent results. With an ergonomic 1.25-inch diameter profile, it offers a comfortable grip that enhances control and minimizes hand strain. This tool is backed by a 5-year limited warranty and is fully supported by the TapeTech service network.</p><p><strong>Features:</strong></p><ul><li><strong>Telescopic Reach:</strong> Adjusts smoothly from 43 to 77 inches to accommodate varying ceiling heights and wall angles.</li><li><strong>Anti-Rotation Interface:</strong> Integrated D-shaped fitting ensures a rigid, non-slip connection with finishing tools.</li><li><strong>Ergonomic Profile:</strong> Optimized 1.25-inch diameter grip reduces wrist and hand fatigue during repetitive tasks.</li><li><strong>Lightweight Construction:</strong> High-strength aluminum frame provides a balance of maneuverability and long-term durability.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Asgard</td></tr><tr><td>SKU</td><td>XH-AD</td></tr><tr><td>Material</td><td>Aluminum</td></tr><tr><td>Adjustable Length</td><td>43"" - 77""</td></tr><tr><td>Grip Diameter</td><td>1.25""</td></tr><tr><td>Weight</td><td>2.15 lbs</td></tr><tr><td>Warranty</td><td>5-Year Limited (TapeTech)</td></tr></tbody></table>","Asgard Extendable Support Handle (XH-AD) offers a versatile, telescopic reach from 43 to 77 inches. Featuring a secure D-shaped anti-rotation fitting and an ergonomic 1.25-inch grip, this lightweight aluminum handle is compatible with a wide range of drywall finishing tools.",Drywall Finishing Tools > Asgard > Handles & Extensions
Columbia Taping Tools,simple,3WTDF,3WTDF,"Columbia 3"" Widetrack Direct Corner Flusher","<p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>",Columbia Direct Corner Flushers have redefined angle finishing.,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,simple,3WTSF,3WTSF,"Columbia 3"" Standard Corner Flusher","<p>Columbia Standard Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p>",Columbia Standard Corner Flushers have redefined angle finishing.,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,simple,AH4,AH4,Columbia Angle Head Side Blade,"<p><strong>Columbia Angle Head Side Blade</strong> is a genuine OEM replacement blade for Columbia Taping Tools automatic taping systems. This replacement blade restores cutting precision and clean tape-cutoff performance. Dull or chipped blades result in ragged cuts, compound drag, and inconsistent tape application.</p><p>Order by part number <strong>AH4</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>AH4</td></tr></tbody></table>",Genuine Columbia Taping Tools OEM replacement blade — Columbia Angle Head Side Blade. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: AH4.,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
Columbia Taping Tools,simple,AH6A,AH6A,Columbia Angle Head Ball Holder Release Clip,<p><strong>Columbia Angle Head Ball Holder Release Clip</strong> is a genuine OEM retainer or spring clip for Columbia Taping Tools automatic taping systems. This clip secures components in their correct operating position within the tool assembly. A missing or deformed clip allows critical components to shift or disengage during operation.</p><p>Order by part number <strong>AH6A</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>AH6A</td></tr></tbody></table>,Genuine Columbia Taping Tools OEM retainer or spring clip — Columbia Angle Head Ball Holder Release Clip. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: AH6A.,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools
