"sku","mpn","name","manufacturer","style","price","in_stock","short_description","full_description","image_urls","product_url"
"12650","CA08TT/XHTT","TapeTech 8"" Angle Box w/ XHTT Extendable Handle","TapeTech","","$509.00","Yes","","The CA08TT 8"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA08TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech XHTT is an interchangeable extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the CA08TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 8"" model is slightly larger than the 7"" model, and holds more compound. The greater mud capacity adds a small amount of weight, but increases overall productivity. TapeTech CA08TT Angle Box with XHTT Handle: Includes New XHTT D Handle Connector Extension Handle 43""-77"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 8"" model has a higher mud capacity than the 7"", and overall higher production rate","https://www.shopamestools.com/Item_Images_AMES/12650_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/12650_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/12650_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/12650_media_4.jpg","https://www.shopamestools.com/TapeTech-8-Angle-Box-w-Extendable-Handle"
"12651","CA07/XHTT","TapeTech 7"" Angle Box w/ Extendable Handle","TapeTech","","$494.00","Yes","","The CA07TT 7"" TapeTech Corner Applicator with XHTT Interchangeable Extension Handle incorporates the new XHT/FHTT handle connection with non-slip D shaped input and extendable convenience. The CA07TT Angle Box is used in conjunction with Angle Heads/Corner Finishers, Mud Applicator Heads, and Corner Bead Mud Heads to apply drywall compound to internal and external corners. TapeTech XHTT is an interchangeable extendable handle system that allows one support handle to be used with Corner Rollers, Angle Boxes, Angle Heads, and Nail Spotters! The base handle XHTT fits the CA07TT corner box and corner roller without adapters. The new, optimal 1.25"" diameter makes TapeTech XHTT handles the most ergonomic in the industry. The XHTT features a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. TapeTech Angle Boxes feature a lightweight aluminum body with durable stainless steel nose cone. The 7"" model is slightly more compact than the 8"" model, and easier to use in tight areas. The 7"" is lighter than its 8"" counterpart, but has a downside of less mud capacity. TapeTech CA07TT Angle Box with XHTT Extendable Handle: Includes New XHTT D Handle Connector Extension Handle 43""-77"" Use a single handle with attachments for a variety of tools. Durable Stainless Steel Nose Cone Connects to all brands of Angle Head, and a variety of Mud Heads 7"" Model is lighter and more agile than the 8""","https://www.shopamestools.com/Item_Images_AMES/12651_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/12651_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/12651_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/12651_media_4.jpg","https://www.shopamestools.com/TapeTech-7-Angle-Box-w-Extendable-Handle"
"12853","NS02 w/X1 Hdl","TapeTech 2"" Nail Spotter w/ X1 Ext Handle","TapeTech","","$340.99","Yes","","TapeTech Taping Tools by Ames Taping Tools' EasyClean® 2"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. The 2"" Spotter is the ideal choice if you intend on using a single spotter system. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Features TapeTech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Includes X1 Extension Handle which extends from 3 1/2' to 8' in length with a simple twist and lock! Durable Stainless Steel Construction","https://www.shopamestools.com/Item_Images_AMES/12853_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/12853_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/12853_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/12853_media_4.jpg","https://www.shopamestools.com/TapeTech-2-Nail-Spotter-w-X1-Ext-Handle"
"13060","TTFBC","TapeTech  7in & 10in Flat Box Combo TTFBC","TapeTech","","$1,480.00","Yes","","TapeTech Flat Box Combo Set TTFBC - pre-packaged drywall flat finishing kit configured with the most popular flat box sizes and a 42"" flat box handle. Includes a Bazooka Pump with filler to increase your efficiency. Great place to start for hand finishers that want to increase speed, and a great value for seasoned drywall pros. Finishes joints on walls and ceilings Great starter kit 5 Year TapeTech Warranty Includes: EZ07TT 7"" EZ Clean™ Flat Box w/EZ Roll Wheels EZ10TT 10"" EZ Clean™ Flat Box w/EZ Roll Wheels 76TT EZ Clean™ Loading Pump 90TT Filler 8042TT 42 inch Flat Box Handle","https://www.shopamestools.com/Item_Images_AMES/13060_TapeTechSetTTFBC_001.jpg","https://www.shopamestools.com/TapeTech-Flat-Box-Combo-TTFBC_2"
"13062","TT FULL 7/10","TapeTech Basic Full Set with 7in and 10in Boxes","TapeTech","","$4,358.00","Yes","","TapeTech Basic Full Set will give the drywall professional or remodeler everything necessary to complete most projects. TapeTech drywall tools for taping and complete finishing of drywall corners, flats and butt joints. TapeTech Taping Tools are known worldwide, and can be considered the most recognized drywall tools for automatic taping and finishing. Tape Tech Taping Tools by Ames offer a 5 year warranty against manufacturer defects. Includes: 07TT - EZ Clean™ Automatic Taper 76TT - Loading Pump 85TT - Gooseneck 90TT - Filler 15TTE/FHTT - Corner Roller w/Fiberglass Handle 8042TT - 42"" Flat Box Handle EZ07TT - 7"" EZ Clean™Flat Box w/EZ Roll Wheels EZ10TT - 10"" EZ Clean™Flat Box w/EZ Roll Wheels 48TT - 3""EZ Roll™ Adjustable Corner Finisher CA08TT/FHTT - 8"" Corner Applicator w/Fiberglass Handle FHTT/CFATT - Fiberglass Corner Finisher Handle","https://www.shopamestools.com/Item_Images_AMES/13062_TapeTechSetTTBFS_001.jpg","https://www.shopamestools.com/TapeTech-Configured-Basic-Tool-Set_2"
"13661","8000TT","TapeTech Wizard Compact Flat Box Handle 8000TT","TapeTech","","$109.00","No","","TapeTech Wizard Compact Flat Box Handle 8000TT BIGGER ISN'T ALWAYS BETTER! ! The New Wizard™ Compact Flat Box Handle lets you take your flat box places it has never been. The compact size of the Wizard™ allows you to use your box in tight spaces like closets or under stairs. The Wizard™ gives you unmatched control by placing your hand directly over the pressure plate. The extra leverage gives you more power with less force and is much safer when working on scaffolding. This revolutionary design has the ability to reverse the front handle, allowing for multiple hand positions, which reduces worker fatigue. The lack of a brake handle on the Wizard™ means even an unexperienced finisher can learn quickly. Features: Compact size (10.5"") fits where other handles can't, making closets and tight spots no problem. Unmatched control and leverage, achieved by placing your hand directly over the pressure plate. Improved ergonomics, including the reversible handle to reduce fatigue. Fits all major brand flat boxes (Excluding TapeWorm)","https://www.shopamestools.com/Item_Images_AMES/13661_media_1.jpg | https://www.shopamestools.com/Item_Images_AMES/13661_media_2.jpg | https://www.shopamestools.com/Item_Images_AMES/13661_media_3.jpg | https://www.shopamestools.com/Item_Images_AMES/13661_media_4.jpg","https://www.shopamestools.com/TapeTech-Wizard-Compact-Flat-Box-Handle"
"13669","13669","TapeTech Taping Set (Configurable)","TapeTech","Automatic Taper","$3,057.00","Yes","","TapeTech Taping Configurable Set Gives the drywall professional or remodeler everything necessary to string tape and complete first coat finish on corners. TapeTech drywall tools for taping and complete finishing of drywall corners, flats and butt joints. TapeTech Taping Tools are known worldwide, and can be considered the most recognized drywall tools for automatic taping and finishing. Tape Tech Taping Tools by Ames offer a 5 year warranty against manufacturer defects. Set Includes: TapeTech Automatic Taper TapeTech Corner Roller 15TTE TapeTech Corner Finisher TapeTech Loading Pump 76TT TapeTech Gooseneck 85TT TapeTech Corner Finisher Adaptor CFATT 2 Universal Support Handle","https://www.shopamestools.com/Item_Images_AMES/13669_TapeTechSetConfigurable_001.jpg","https://www.shopamestools.com/TapeTech-Taping-Set"
"13676","TTBBS","TapeTech Basic Box Set TTBBS","TapeTech","","$1,644.00","Yes","","TapeTech Basic Box Set TTBBS Pre-packaged drywall flat finishing kit configured with the most popular flat box sizes and extendable flat box handle. Great place to start for hand finishers that want to increase speed, and a great value for seasoned drywall pros. Functions: Finishes joints on walls and ceilings (extra reach with Xtender) Most popular TapeTech finishing kit 5 Year TapeTech Warranty Includes: 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Loading Pump 76TT Flat Box Filler 90TT Flat Box Xtender Handle 88TTE","https://www.shopamestools.com/Item_Images_AMES/13676_TapeTechSetTTBBS_001.jpg","https://www.shopamestools.com/TapeTech-Drywall-Box-Set-TTBBS"
"13677","TTFBC","TapeTech Flat Box Combo TTFBC","TapeTech","","$1,480.00","Yes","","TapeTech Flat Box Combo TTFBC Pre-packaged drywall flat finishing kit configured with the most popular flat box sizes and a 42"" flat box handle. Includes a Pump with filler to increase your efficiency. Great place to start for hand finishers that want to increase speed, and a great value for seasoned drywall pros. Functions: Finishes joints on walls and ceilings Great starter kit 5 Year TapeTech Warranty Includes: 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Loading Pump 76TT Flat Box Filler 90TT 42"" Flat Box Handle 8042TT","https://www.shopamestools.com/Item_Images_AMES/13677_TapeTechSetTTFBC_001.jpg","https://www.shopamestools.com/TapeTech-Flat-Box-Combo-TTFBC"
"13678","TTCFS","TapeTech Corner Finishing Set TTCFS","TapeTech","","$1,416.00","Yes","","TapeTech Corner Finishing Set TTCFS Pre-packaged drywall corner finishing kit configured with the most popular size Corner applicator and finisher. Includes Bazooka Pump with filler for increased efficiency. A great value for seasoned drywall pros. Functions: Finishes tape on inside corners 5 Year TapeTech Warranty Includes: 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT Loading Pump 76TT Flat Box Filler 90TT Extendable Handle XHTT","https://www.shopamestools.com/Item_Images_AMES/13678_TapeTechSetTTCFS_001.jpg","https://www.shopamestools.com/TapeTech-Corner-Finishing-Set-TTCFS"
"13680","TTSFS","TapeTech Standard Full Set TTSFS","TapeTech","","$4,958.00","Yes","","TapeTech Standard Full Set TTSFS All the benefits of the Starter Set plus an additional corner finisher head for perfect corner finishing. This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners Includes: EZ Clean™ Automatic Taper 07TT 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Corner Roller 15TTE 2.5"" Corner Finisher 42TT 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT Loading Pump 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFATT 42"" Flat Box Handle 8042TT 2 - Extendable Handles XHTT","https://www.shopamestools.com/Item_Images_AMES/13680_TapeTechSetTTSFS_001.jpg","https://www.shopamestools.com/TapeTech-Standard-Full-Set"
